,,,,,,,,,,,
,,,,,,,,,,,
Data,Temperatura Receção Logística (ºC),Conformidade Temp Receção,Conformidade Temp Receção HACCP,NC por Tº elevada (S/N),,,,,,,
16/05/2019,9.80,NC,NC,N,,,,,,,
15/05/2019,9.70,NC,NC,N,,,,,,,
14/05/2019,9.60,NC,NC,N,,,,,,,
13/05/2019,6.90,C,C,N,,,,,,,
10/05/2019,9.20,NC,NC,N,,,,,,,
09/05/2019,9.20,NC,NC,N,,,,,,,
08/05/2019,7.50,NC,C,N,,,,,,,
07/05/2019,8.90,NC,C,N,,,,,,,
06/05/2019,8.90,NC,C,N,,,,,,,
03/05/2019,7.60,NC,C,N,,,,,,,
02/05/2019,8.90,NC,C,N,,,,,,,
30/04/2019,9.20,NC,NC,N,,,,,,,
29/04/2019,8.90,NC,C,N,,,,,,,
26/04/2019,9.20,NC,NC,N,,,,,,,
24/04/2019,9.20,NC,NC,N,,,,,,,
23/04/2019,9.40,NC,NC,N,,,,,,,
22/04/2019,8.00,NC,C,N,,,,,,,
18/04/2019,8.90,NC,C,N,,,,,,,
17/04/2019,6.90,C,C,N,,,,,,,
16/04/2019,7.50,NC,C,N,,,,,,,
15/04/2019,7.50,NC,C,N,,,,,,,
11/04/2019,8.90,NC,C,N,,,,,,,
10/04/2019,9.50,NC,NC,N,,,,,,,
09/04/2019,9.50,NC,NC,N,,,,,,,
08/04/2019,8.10,NC,C,N,,,,,,,
05/04/2019,9.80,NC,NC,N,,,,,,,
04/04/2019,9.50,NC,NC,N,,,,,,,
03/04/2019,9.50,NC,NC,N,,,,,,,
02/04/2019,9.20,NC,NC,N,,,,,,,
01/04/2019,7.40,NC,C,N,,,,,,,
29/03/2019,9.20,NC,NC,N,,,,,,,
28/03/2019,9.20,NC,NC,N,,,,,,,
27/03/2019,9.20,NC,NC,N,,,,,,,
26/03/2019,9.10,NC,NC,N,,,,,,,
25/03/2019,8.00,NC,C,N,,,,,,,
22/03/2019,9.00,NC,C,N,,,,,,,
21/03/2019,9.10,NC,NC,N,,,,,,,
20/03/2019,9.10,NC,NC,N,,,,,,,
19/03/2019,9.00,NC,C,N,,,,,,,
18/03/2019,6.90,C,C,N,,,,,,,
15/03/2019,9.20,NC,NC,N,,,,,,,
14/03/2019,9.20,NC,NC,N,,,,,,,
13/03/2019,9.00,NC,C,N,,,,,,,
12/03/2019,9.20,NC,NC,N,,,,,,,
11/03/2019,7.40,NC,C,N,,,,,,,
08/03/2019,9.00,NC,C,N,,,,,,,
07/03/2019,9.10,NC,NC,N,,,,,,,
06/03/2019,8.50,NC,C,N,,,,,,,
04/03/2019,8.00,NC,C,N,,,,,,,
01/03/2019,8.40,NC,C,N,,,,,,,
28/02/2019,9.10,NC,NC,N,,,,,,,
27/02/2019,9.00,NC,C,N,,,,,,,
26/02/2019,9.10,NC,NC,N,,,,,,,
25/02/2019,8.20,NC,C,N,,,,,,,
22/02/2019,9.10,NC,NC,N,,,,,,,
21/02/2019,9.00,NC,C,N,,,,,,,
20/02/2019,9.10,NC,NC,N,,,,,,,
19/02/2019,9.00,NC,C,N,,,,,,,
18/02/2019,7.80,NC,C,N,,,,,,,
15/02/2019,9.00,NC,C,N,,,,,,,
14/02/2019,9.20,NC,NC,N,,,,,,,
13/02/2019,9.20,NC,NC,N,,,,,,,
12/02/2019,9.10,NC,NC,N,,,,,,,
11/02/2019,8.90,NC,C,N,,,,,,,
08/02/2019,9.20,NC,NC,N,,,,,,,
07/02/2019,9.80,NC,NC,N,,,,,,,
06/02/2019,9.50,NC,NC,N,,,,,,,
05/02/2019,9.20,NC,NC,N,,,,,,,
04/02/2019,8.10,NC,C,N,,,,,,,
01/02/2019,9.50,NC,NC,N,,,,,,,
30/01/2019,9.00,NC,C,N,,,,,,,
29/01/2019,9.10,NC,NC,N,,,,,,,
28/01/2019,7.90,NC,C,N,,,,,,,
25/01/2019,9.10,NC,NC,N,,,,,,,
24/01/2019,9.00,NC,C,N,,,,,,,
23/01/2019,9.10,NC,NC,N,,,,,,,
22/01/2019,9.10,NC,NC,N,,,,,,,
21/01/2019,7.80,NC,C,N,,,,,,,
18/01/2019,9.10,NC,NC,N,,,,,,,
17/01/2019,9.20,NC,NC,N,,,,,,,
16/01/2019,9.00,NC,C,N,,,,,,,
15/01/2019,9.00,NC,C,N,,,,,,,
14/01/2019,8.90,NC,C,N,,,,,,,
11/01/2019,8.90,NC,C,N,,,,,,,
10/01/2019,9.10,NC,NC,N,,,,,,,
09/01/2019,9.10,NC,NC,N,,,,,,,
08/01/2019,9.70,NC,NC,N,,,,,,,
07/01/2019,7.50,NC,C,N,,,,,,,
04/01/2019,9.40,NC,NC,N,,,,,,,
03/01/2019,9.50,NC,NC,N,,,,,,,
28/12/2018,9.00,NC,C,N,,,,,,,
27/12/2018,9.10,NC,NC,N,,,,,,,
27/12/2018,8.60,NC,C,N,,,,,,,
26/12/2018,9.00,NC,C,N,,,,,,,
21/12/2018,10.10,NC,NC,N,,,,,,,
20/12/2018,9.10,NC,NC,N,,,,,,,
19/12/2018,9.20,NC,NC,N,,,,,,,
18/12/2018,9.40,NC,NC,N,,,,,,,
17/12/2018,6.30,C,C,N,,,,,,,
14/12/2018,9.10,NC,NC,N,,,,,,,
13/12/2018,9.00,NC,C,N,,,,,,,
12/12/2018,5.20,C,C,N,,,,,,,
11/12/2018,9.20,NC,NC,N,,,,,,,
10/12/2018,8.00,NC,C,N,,,,,,,
07/12/2018,9.20,NC,NC,N,,,,,,,
06/12/2018,9.10,NC,NC,N,,,,,,,
05/12/2018,9.10,NC,NC,N,,,,,,,
04/12/2018,9.00,NC,C,N,,,,,,,
03/12/2018,8.00,NC,C,N,,,,,,,
30/11/2018,9.00,NC,C,N,,,,,,,
29/11/2018,9.90,NC,NC,N,,,,,,,
28/11/2018,10.60,NC,NC,N,,,,,,,
27/11/2018,9.20,NC,NC,N,,,,,,,
26/11/2018,9.80,NC,NC,N,,,,,,,
23/11/2018,9.20,NC,NC,N,,,,,,,
22/11/2018,9.00,NC,C,N,,,,,,,
21/11/2018,9.50,NC,NC,N,,,,,,,
20/11/2018,9.00,NC,C,N,,,,,,,
19/11/2018,10.50,NC,NC,N,,,,,,,
16/11/2018,9.00,NC,C,N,,,,,,,
15/11/2018,9.00,NC,C,N,,,,,,,
14/11/2018,8.50,NC,C,N,,,,,,,
13/11/2018,8.00,NC,C,N,,,,,,,
12/11/2018,9.00,NC,C,N,,,,,,,
09/11/2018,8.20,NC,C,N,,,,,,,
08/11/2018,9.00,NC,C,N,,,,,,,
07/11/2018,9.80,NC,NC,N,,,,,,,
06/11/2018,9.00,NC,C,N,,,,,,,
05/11/2018,7.20,NC,C,N,,,,,,,
02/11/2018,9.00,NC,C,N,,,,,,,
31/10/2018,9.00,NC,C,N,,,,,,,
30/10/2018,9.80,NC,NC,N,,,,,,,
29/10/2018,8.10,NC,C,N,,,,,,,
26/10/2018,9.80,NC,NC,N,,,,,,,
25/10/2018,9.50,NC,NC,N,,,,,,,
24/10/2018,9.90,NC,NC,N,,,,,,,
23/10/2018,9.50,NC,NC,N,,,,,,,
22/10/2018,7.40,NC,C,N,,,,,,,
19/10/2018,9.00,NC,C,N,,,,,,,
18/10/2018,9.70,NC,NC,N,,,,,,,
17/10/2018,10.10,NC,NC,N,,,,,,,
16/10/2018,9.70,NC,NC,N,,,,,,,
15/10/2018,7.40,NC,C,N,,,,,,,
12/10/2018,5.00,C,C,N,,,,,,,
11/10/2018,9.80,NC,NC,N,,,,,,,
10/10/2018,11.20,NC,NC,N,,,,,,,
09/10/2018,10.10,NC,NC,N,,,,,,,
08/10/2018,7.80,NC,C,N,,,,,,,
04/10/2018,9.70,NC,NC,N,,,,,,,
03/10/2018,11.20,NC,NC,N,,,,,,,
02/10/2018,9.20,NC,NC,N,,,,,,,
01/10/2018,6.40,C,C,N,,,,,,,
28/09/2018,6.50,C,C,N,,,,,,,
27/09/2018,10.10,NC,NC,N,,,,,,,
26/09/2018,9.90,NC,NC,N,,,,,,,
25/09/2018,6.80,C,C,N,,,,,,,
24/09/2018,7.40,NC,C,N,,,,,,,
21/09/2018,11.80,NC,NC,N,,,,,,,
20/09/2018,11.00,NC,NC,N,,,,,,,
19/09/2018,8.90,NC,C,N,,,,,,,
18/09/2018,9.80,NC,NC,N,,,,,,,
17/09/2018,9.10,NC,NC,N,,,,,,,
14/09/2018,6.40,C,C,N,,,,,,,
13/09/2018,7.10,NC,C,N,,,,,,,
12/09/2018,7.10,NC,C,N,,,,,,,
11/09/2018,8.00,NC,C,N,,,,,,,
10/09/2018,8.00,NC,C,N,,,,,,,
07/09/2018,12.30,NC,NC,N,,,,,,,
06/09/2018,8.70,NC,C,N,,,,,,,
05/09/2018,9.80,NC,NC,N,,,,,,,
04/09/2018,10.40,NC,NC,N,,,,,,,
03/09/2018,7.60,NC,C,N,,,,,,,
31/08/2018,9.90,NC,NC,N,,,,,,,
30/08/2018,10.20,NC,NC,N,,,,,,,
29/08/2018,9.40,NC,NC,N,,,,,,,
28/08/2018,9.50,NC,NC,N,,,,,,,
27/08/2018,8.00,NC,C,N,,,,,,,
24/08/2018,11.10,NC,NC,N,,,,,,,
23/08/2018,10.10,NC,NC,N,,,,,,,
22/08/2018,10.20,NC,NC,N,,,,,,,
21/08/2018,10.20,NC,NC,N,,,,,,,
20/08/2018,3.90,C,C,N,,,,,,,
17/08/2018,7.30,NC,C,N,,,,,,,
16/08/2018,7.90,NC,C,N,,,,,,,
14/08/2018,8.40,NC,C,N,,,,,,,
13/08/2018,7.90,NC,C,N,,,,,,,
10/08/2018,10.10,NC,NC,N,,,,,,,
09/08/2018,9.80,NC,NC,N,,,,,,,
08/08/2018,10.10,NC,NC,N,,,,,,,
07/08/2018,10.10,NC,NC,N,,,,,,,
03/08/2018,7.10,NC,C,N,,,,,,,
02/08/2018,8.60,NC,C,N,,,,,,,
01/08/2018,9.40,NC,NC,N,,,,,,,
31/07/2018,6.80,C,C,N,,,,,,,
30/07/2018,8.40,NC,C,N,,,,,,,
27/07/2018,8.60,NC,C,N,,,,,,,
26/07/2018,8.90,NC,C,N,,,,,,,
25/07/2018,9.60,NC,NC,N,,,,,,,
24/07/2018,6.90,C,C,N,,,,,,,
23/07/2018,10.90,NC,NC,N,,,,,,,
20/07/2018,8.40,NC,C,N,,,,,,,
19/07/2018,7.80,NC,C,N,,,,,,,
16/07/2018,7.40,NC,C,N,,,,,,,
13/07/2018,9.20,NC,NC,N,,,,,,,
12/07/2018,7.60,NC,C,N,,,,,,,
11/07/2018,7.90,NC,C,N,,,,,,,
10/07/2018,8.00,NC,C,N,,,,,,,
09/07/2018,8.60,NC,C,N,,,,,,,
06/07/2018,8.90,NC,C,N,,,,,,,
05/07/2018,8.60,NC,C,N,,,,,,,
04/07/2018,6.40,C,C,N,,,,,,,
03/07/2018,7.80,NC,C,N,,,,,,,
02/07/2018,8.90,NC,C,N,,,,,,,
29/06/2018,6.80,C,C,N,,,,,,,
28/06/2018,6.20,C,C,N,,,,,,,
27/06/2018,7.80,NC,C,N,,,,,,,
26/06/2018,6.40,C,C,N,,,,,,,
25/06/2018,8.80,NC,C,N,,,,,,,
20/06/2018,10.30,NC,NC,N,,,,,,,
18/06/2018,8.40,NC,C,N,,,,,,,
15/06/2018,8.60,NC,C,N,,,,,,,
14/06/2018,7.40,NC,C,N,,,,,,,
13/06/2018,8.40,NC,C,N,,,,,,,
12/06/2018,10.00,NC,NC,N,,,,,,,
11/06/2018,8.60,NC,C,N,,,,,,,
07/06/2018,7.10,NC,C,N,,,,,,,
06/06/2018,6.80,C,C,N,,,,,,,
05/06/2018,6.20,C,C,N,,,,,,,
04/06/2018,8.20,NC,C,N,,,,,,,
01/06/2018,9.60,NC,NC,N,,,,,,,
30/05/2018,8.40,NC,C,N,,,,,,,
29/05/2018,7.60,NC,C,N,,,,,,,
28/05/2018,8.20,NC,C,N,,,,,,,
25/05/2018,7.40,NC,C,N,,,,,,,
24/05/2018,8.60,NC,C,N,,,,,,,
23/05/2018,7.60,NC,C,N,,,,,,,
22/05/2018,6.40,C,C,N,,,,,,,
21/05/2018,8.60,NC,C,N,,,,,,,
18/05/2018,7.50,NC,C,N,,,,,,,
17/05/2018,7.50,NC,C,N,,,,,,,
16/05/2018,8.80,NC,C,N,,,,,,,
15/05/2018,7.20,NC,C,N,,,,,,,
14/05/2018,8.60,NC,C,N,,,,,,,
11/05/2018,7.40,NC,C,N,,,,,,,
10/05/2018,6.40,C,C,N,,,,,,,
09/05/2018,7.20,NC,C,N,,,,,,,
08/05/2018,6.40,C,C,N,,,,,,,
07/05/2018,8.60,NC,C,N,,,,,,,
04/05/2018,8.60,NC,C,N,,,,,,,
02/05/2018,8.90,NC,C,N,,,,,,,
30/04/2018,10.10,NC,NC,N,,,,,,,
27/04/2018,10.10,NC,NC,N,,,,,,,
24/04/2018,8.20,NC,C,N,,,,,,,
23/04/2018,2.50,C,C,N,,,,,,,
20/04/2018,9.60,NC,NC,N,,,,,,,
19/04/2018,9.40,NC,NC,N,,,,,,,
18/04/2018,8.60,NC,C,N,,,,,,,
17/04/2018,8.40,NC,C,N,,,,,,,
16/04/2018,7.20,NC,C,N,,,,,,,
13/04/2018,6.80,C,C,N,,,,,,,
12/04/2018,6.80,C,C,N,,,,,,,
11/04/2018,10.10,NC,NC,S,,,,,,,
10/04/2018,6.40,C,C,N,,,,,,,
09/04/2018,8.60,NC,C,N,,,,,,,
06/04/2018,6.80,C,C,N,,,,,,,
05/04/2018,8.40,NC,C,N,,,,,,,
04/04/2018,7.40,NC,C,N,,,,,,,
03/04/2018,9.90,NC,NC,N,,,,,,,
02/04/2018,7.80,NC,C,N,,,,,,,
28/03/2018,8.00,NC,C,N,,,,,,,
27/03/2018,6.40,C,C,N,,,,,,,
26/03/2018,4.80,C,C,N,,,,,,,
23/03/2018,7.40,NC,C,N,,,,,,,
22/03/2018,7.80,NC,C,N,,,,,,,
21/03/2018,8.40,NC,C,N,,,,,,,
20/03/2018,9.00,NC,C,N,,,,,,,
19/03/2018,8.80,NC,C,N,,,,,,,
16/03/2018,8.20,NC,C,N,,,,,,,
15/03/2018,8.00,NC,C,N,,,,,,,
14/03/2018,8.40,NC,C,N,,,,,,,
13/03/2018,7.90,NC,C,N,,,,,,,
12/03/2018,8.80,NC,C,N,,,,,,,
09/03/2018,7.90,NC,C,N,,,,,,,
08/03/2018,10.80,NC,NC,N,,,,,,,
07/03/2018,6.40,C,C,N,,,,,,,
06/03/2018,6.80,C,C,N,,,,,,,
05/03/2018,7.80,NC,C,N,,,,,,,
02/03/2018,5.40,C,C,N,,,,,,,
01/03/2018,3.90,C,C,N,,,,,,,
28/02/2018,7.10,NC,C,N,,,,,,,
27/02/2018,6.40,C,C,N,,,,,,,
26/02/2018,8.40,NC,C,N,,,,,,,
23/02/2018,7.00,C,C,N,,,,,,,
22/02/2018,6.60,C,C,N,,,,,,,
21/02/2018,8.40,NC,C,N,,,,,,,
20/02/2018,6.90,C,C,N,,,,,,,
19/02/2018,8.90,NC,C,N,,,,,,,
16/02/2018,7.60,NC,C,N,,,,,,,
15/02/2018,13.00,NC,NC,N,,,,,,,
14/02/2018,8.40,NC,C,N,,,,,,,
12/02/2018,7.60,NC,C,N,,,,,,,
09/02/2018,4.90,C,C,N,,,,,,,
08/02/2018,7.40,NC,C,N,,,,,,,
07/02/2018,8.00,NC,C,N,,,,,,,
06/02/2018,5.40,C,C,N,,,,,,,
05/02/2018,8.40,NC,C,N,,,,,,,
02/02/2018,7.20,NC,C,N,,,,,,,
01/02/2018,6.10,C,C,N,,,,,,,
31/01/2018,5.60,C,C,N,,,,,,,
29/01/2018,8.60,NC,C,N,,,,,,,
26/01/2018,7.80,NC,C,N,,,,,,,
25/01/2018,8.20,NC,C,N,,,,,,,
24/01/2018,8.60,NC,C,N,,,,,,,
22/01/2018,8.70,NC,C,N,,,,,,,
19/01/2018,7.90,NC,C,N,,,,,,,
18/01/2018,8.90,NC,C,N,,,,,,,
17/01/2018,8.90,NC,C,N,,,,,,,
16/01/2018,9.10,NC,NC,N,,,,,,,
15/01/2018,6.90,C,C,N,,,,,,,
12/01/2018,5.90,C,C,N,,,,,,,
11/01/2018,6.90,C,C,N,,,,,,,
10/01/2018,6.90,C,C,N,,,,,,,
09/01/2018,7.20,NC,C,N,,,,,,,
08/01/2018,8.60,NC,C,N,,,,,,,
05/01/2018,7.40,NC,C,N,,,,,,,
04/01/2018,7.50,NC,C,N,,,,,,,
03/01/2018,2.90,C,C,N,,,,,,,
02/01/2018,9.00,NC,C,N,,,,,,,
29/12/2017,7.90,NC,C,N,,,,,,,
28/12/2017,8.60,NC,C,N,,,,,,,
26/12/2017,8.70,NC,C,N,,,,,,,
22/12/2017,8.80,NC,C,N,,,,,,,
21/12/2017,9.60,NC,NC,N,,,,,,,
20/12/2017,10.10,NC,NC,N,,,,,,,
19/12/2017,6.90,C,C,N,,,,,,,
18/12/2017,9.40,NC,NC,N,,,,,,,
15/12/2017,8.40,NC,C,N,,,,,,,
14/12/2017,4.80,C,C,N,,,,,,,
13/12/2017,7.90,NC,C,N,,,,,,,
12/12/2017,9.10,NC,NC,N,,,,,,,
11/12/2017,7.50,NC,C,N,,,,,,,
07/12/2017,7.80,NC,C,N,,,,,,,
06/12/2017,6.90,C,C,N,,,,,,,
05/12/2017,7.40,NC,C,N,,,,,,,
04/12/2017,8.30,NC,C,N,,,,,,,
30/11/2017,8.60,NC,C,N,,,,,,,
29/11/2017,8.60,NC,C,N,,,,,,,
28/11/2017,9.00,NC,C,N,,,,,,,
27/11/2017,9.40,NC,NC,N,,,,,,,
24/11/2017,8.70,NC,C,N,,,,,,,
23/11/2017,8.00,NC,C,N,,,,,,,
22/11/2017,7.90,NC,C,N,,,,,,,
21/11/2017,8.50,NC,C,N,,,,,,,
20/11/2017,8.70,NC,C,N,,,,,,,
16/11/2017,8.40,NC,C,N,,,,,,,
15/11/2017,8.70,NC,C,N,,,,,,,
14/11/2017,8.90,NC,C,N,,,,,,,
13/11/2017,9.80,NC,NC,N,,,,,,,
10/11/2017,10.00,NC,NC,N,,,,,,,
09/11/2017,8.70,NC,C,N,,,,,,,
08/11/2017,8.90,NC,C,N,,,,,,,
07/11/2017,9.90,NC,NC,N,,,,,,,
06/11/2017,9.40,NC,NC,N,,,,,,,
03/11/2017,10.50,NC,NC,N,,,,,,,
02/11/2017,11.70,NC,NC,N,,,,,,,
31/10/2017,9.30,NC,NC,N,,,,,,,
30/10/2017,9.40,NC,NC,N,,,,,,,
27/10/2017,8.00,NC,C,N,,,,,,,
26/10/2017,7.60,NC,C,N,,,,,,,
25/10/2017,7.90,NC,C,N,,,,,,,
24/10/2017,7.90,NC,C,N,,,,,,,
23/10/2017,7.30,NC,C,N,,,,,,,
20/10/2017,9.40,NC,NC,N,,,,,,,
19/10/2017,7.80,NC,C,N,,,,,,,
18/10/2017,7.90,NC,C,N,,,,,,,
17/10/2017,8.70,NC,C,N,,,,,,,
16/10/2017,9.00,NC,C,N,,,,,,,
13/10/2017,8.90,NC,C,N,,,,,,,
12/10/2017,8.60,NC,C,N,,,,,,,
11/10/2017,9.60,NC,NC,N,,,,,,,
10/10/2017,9.00,NC,C,N,,,,,,,
09/10/2017,9.00,NC,C,N,,,,,,,
06/10/2017,8.90,NC,C,N,,,,,,,
04/10/2017,8.90,NC,C,N,,,,,,,
03/10/2017,7.90,NC,C,N,,,,,,,
02/10/2017,8.90,NC,C,N,,,,,,,
29/09/2017,8.40,NC,C,N,,,,,,,
28/09/2017,7.90,NC,C,N,,,,,,,
27/09/2017,8.60,NC,C,N,,,,,,,
25/09/2017,8.20,NC,C,N,,,,,,,
22/09/2017,7.80,NC,C,N,,,,,,,
21/09/2017,9.10,NC,NC,N,,,,,,,
20/09/2017,8.20,NC,C,N,,,,,,,
19/09/2017,7.80,NC,C,N,,,,,,,
18/09/2017,8.90,NC,C,N,,,,,,,
15/09/2017,7.60,NC,C,N,,,,,,,
14/09/2017,8.90,NC,C,N,,,,,,,
13/09/2017,9.00,NC,C,N,,,,,,,
12/09/2017,9.90,NC,NC,N,,,,,,,
11/09/2017,11.50,NC,NC,N,,,,,,,
08/09/2017,7.80,NC,C,N,,,,,,,
07/09/2017,8.90,NC,C,N,,,,,,,
06/09/2017,8.90,NC,C,N,,,,,,,
05/09/2017,9.80,NC,NC,N,,,,,,,
04/09/2017,5.10,C,C,N,,,,,,,
01/09/2017,7.80,NC,C,N,,,,,,,
31/08/2017,9.80,NC,NC,N,,,,,,,
30/08/2017,6.80,C,C,N,,,,,,,
29/08/2017,6.80,C,C,N,,,,,,,
28/08/2017,6.80,C,C,N,,,,,,,
25/08/2017,12.00,NC,NC,N,,,,,,,
24/08/2017,8.90,NC,C,N,,,,,,,
23/08/2017,8.70,NC,C,N,,,,,,,
22/08/2017,8.70,NC,C,N,,,,,,,
21/08/2017,5.80,C,C,N,,,,,,,
18/08/2017,10.60,NC,NC,N,,,,,,,
17/08/2017,7.90,NC,C,N,,,,,,,
16/08/2017,8.90,NC,C,N,,,,,,,
14/08/2017,7.40,NC,C,N,,,,,,,
11/08/2017,9.00,NC,C,N,,,,,,,
10/08/2017,8.70,NC,C,N,,,,,,,
09/08/2017,7.90,NC,C,N,,,,,,,
08/08/2017,8.90,NC,C,N,,,,,,,
07/08/2017,6.80,C,C,N,,,,,,,
04/08/2017,6.80,C,C,N,,,,,,,
03/08/2017,8.00,NC,C,N,,,,,,,
02/08/2017,8.10,NC,C,N,,,,,,,
01/08/2017,8.70,NC,C,N,,,,,,,
31/07/2017,8.90,NC,C,N,,,,,,,
28/07/2017,8.70,NC,C,N,,,,,,,
27/07/2017,9.80,NC,NC,N,,,,,,,
27/07/2017,9.40,NC,NC,N,,,,,,,
26/07/2017,8.70,NC,C,N,,,,,,,
25/07/2017,7.30,NC,C,N,,,,,,,
24/07/2017,10.00,NC,NC,N,,,,,,,
21/07/2017,7.90,NC,C,N,,,,,,,
20/07/2017,8.50,NC,C,N,,,,,,,
19/07/2017,9.00,NC,C,N,,,,,,,
18/07/2017,9.20,NC,NC,N,,,,,,,
17/07/2017,9.80,NC,NC,N,,,,,,,
14/07/2017,8.90,NC,C,N,,,,,,,
13/07/2017,8.90,NC,C,N,,,,,,,
12/07/2017,9.00,NC,C,N,,,,,,,
11/07/2017,9.90,NC,NC,N,,,,,,,
10/07/2017,7.90,NC,C,N,,,,,,,
07/07/2017,9.00,NC,C,N,,,,,,,
06/07/2017,8.60,NC,C,N,,,,,,,
05/07/2017,9.30,NC,NC,N,,,,,,,
04/07/2017,7.80,NC,C,N,,,,,,,
03/07/2017,5.70,C,C,N,,,,,,,
30/06/2017,9.80,NC,NC,N,,,,,,,
29/06/2017,8.90,NC,C,N,,,,,,,
28/06/2017,9.80,NC,NC,N,,,,,,,
26/06/2017,7.80,NC,C,N,,,,,,,
23/06/2017,8.90,NC,C,N,,,,,,,
22/06/2017,9.00,NC,C,N,,,,,,,
21/06/2017,4.30,C,C,N,,,,,,,
20/06/2017,8.90,NC,C,N,,,,,,,
19/06/2017,8.90,NC,C,N,,,,,,,
16/06/2017,9.00,NC,C,N,,,,,,,
15/06/2017,8.70,NC,C,N,,,,,,,
14/06/2017,5.50,C,C,N,,,,,,,
13/06/2017,9.90,NC,NC,N,,,,,,,
12/06/2017,7.80,NC,C,N,,,,,,,
09/06/2017,8.90,NC,C,N,,,,,,,
08/06/2017,7.90,NC,C,N,,,,,,,
07/06/2017,8.60,NC,C,N,,,,,,,
06/06/2017,9.00,NC,C,N,,,,,,,
05/06/2017,8.90,NC,C,N,,,,,,,
02/06/2017,8.90,NC,C,N,,,,,,,
01/06/2017,9.00,NC,C,N,,,,,,,
31/05/2017,9.60,NC,NC,N,,,,,,,
30/05/2017,7.40,NC,C,N,,,,,,,
29/05/2017,8.60,NC,C,N,,,,,,,
26/05/2017,8.30,NC,C,N,,,,,,,
25/05/2017,9.30,NC,NC,N,,,,,,,
24/05/2017,12.30,NC,NC,N,,,,,,,
23/05/2017,8.20,NC,C,N,,,,,,,
22/05/2017,7.80,NC,C,N,,,,,,,
19/05/2017,7.80,NC,C,N,,,,,,,
18/05/2017,8.80,NC,C,N,,,,,,,
17/05/2017,9.80,NC,NC,N,,,,,,,
16/05/2017,7.80,NC,C,N,,,,,,,
15/05/2017,5.10,C,C,N,,,,,,,
12/05/2017,7.80,NC,C,N,,,,,,,
11/05/2017,9.70,NC,NC,N,,,,,,,
10/05/2017,7.90,NC,C,N,,,,,,,
09/05/2017,6.80,C,C,N,,,,,,,
08/05/2017,9.50,NC,NC,N,,,,,,,
05/05/2017,10.70,NC,NC,N,,,,,,,
04/05/2017,9.80,NC,NC,N,,,,,,,
03/05/2017,8.70,NC,C,N,,,,,,,
02/05/2017,9.40,NC,NC,N,,,,,,,
01/05/2017,4.80,C,C,N,,,,,,,
28/04/2017,9.60,NC,NC,N,,,,,,,
27/04/2017,8.40,NC,C,N,,,,,,,
26/04/2017,9.30,NC,NC,N,,,,,,,
24/04/2017,9.80,NC,NC,N,,,,,,,
21/04/2017,5.10,C,C,N,,,,,,,
20/04/2017,8.40,NC,C,N,,,,,,,
19/04/2017,5.00,C,C,N,,,,,,,
18/04/2017,8.40,NC,C,N,,,,,,,
17/04/2017,8.70,NC,C,N,,,,,,,
14/04/2017,4.70,C,C,N,,,,,,,
13/04/2017,8.70,NC,C,N,,,,,,,
12/04/2017,7.80,NC,C,N,,,,,,,
11/04/2017,7.40,NC,C,N,,,,,,,
10/04/2017,3.80,C,C,N,,,,,,,
07/04/2017,9.80,NC,NC,N,,,,,,,
06/04/2017,5.80,C,C,N,,,,,,,
05/04/2017,9.60,NC,NC,N,,,,,,,
04/04/2017,10.80,NC,NC,N,,,,,,,
03/04/2017,10.40,NC,NC,N,,,,,,,
31/03/2017,4.60,C,C,N,,,,,,,
30/03/2017,4.50,C,C,N,,,,,,,
29/03/2017,4.80,C,C,N,,,,,,,
28/03/2017,5.00,C,C,N,,,,,,,
27/03/2017,11.00,NC,NC,N,,,,,,,
24/03/2017,4.30,C,C,N,,,,,,,
23/03/2017,4.80,C,C,N,,,,,,,
22/03/2017,4.80,C,C,N,,,,,,,
21/03/2017,4.50,C,C,N,,,,,,,
20/03/2017,4.60,C,C,N,,,,,,,
17/03/2017,4.50,C,C,N,,,,,,,
16/03/2017,4.60,C,C,N,,,,,,,
15/03/2017,4.30,C,C,N,,,,,,,
14/03/2017,4.40,C,C,N,,,,,,,
13/03/2017,4.30,C,C,N,,,,,,,
10/03/2017,4.30,C,C,N,,,,,,,
09/03/2017,4.70,C,C,N,,,,,,,
08/03/2017,4.50,C,C,N,,,,,,,
07/03/2017,4.60,C,C,N,,,,,,,
06/03/2017,4.40,C,C,N,,,,,,,
03/03/2017,4.60,C,C,N,,,,,,,
02/03/2017,8.10,NC,C,N,,,,,,,
01/03/2017,4.50,C,C,N,,,,,,,
27/02/2017,4.70,C,C,N,,,,,,,
24/02/2017,4.40,C,C,N,,,,,,,
23/02/2017,4.80,C,C,N,,,,,,,
22/02/2017,4.30,C,C,N,,,,,,,
21/02/2017,4.70,C,C,N,,,,,,,
20/02/2017,4.60,C,C,N,,,,,,,
17/02/2017,4.60,C,C,N,,,,,,,
16/02/2017,4.50,C,C,N,,,,,,,
15/02/2017,4.70,C,C,N,,,,,,,
14/02/2017,4.20,C,C,N,,,,,,,
13/02/2017,4.30,C,C,N,,,,,,,
10/02/2017,4.30,C,C,N,,,,,,,
09/02/2017,4.60,C,C,N,,,,,,,
08/02/2017,4.90,C,C,N,,,,,,,
07/02/2017,4.50,C,C,N,,,,,,,
06/02/2017,4.80,C,C,N,,,,,,,
03/02/2017,4.60,C,C,N,,,,,,,
